2018-07-10 18:00:00	 三水区乐平镇古灶排涝站	35.2	0
2018-07-10 18:00:00	 三水区南山镇六和村委	34	0
2018-07-10 18:00:00	 三水区大塘镇永丰村委	35.4	0
2018-07-10 18:00:00	 三水区西南街道洲边村委	34.1	0
2018-07-10 18:00:00	 南海区丹灶镇仙湖酒店	34.3	0
2018-07-10 18:00:00	 南海区桂城街道林岳村委	36	0
2018-07-10 18:00:00	 南海区西樵镇简村小学	33.7	0
2018-07-10 18:00:00	 禅城区南庄镇南庄中学	35.6	0
2018-07-10 18:00:00	 禅城区张槎街道办事处	35	0
2018-07-10 18:00:00	 顺德区乐从镇大墩中学	36	0
2018-07-10 18:00:00	 顺德区勒流街道众涌小学	35.1	0
2018-07-10 18:00:00	 顺德区北滘镇北滘中学	34.9	0
2018-07-10 18:00:00	 顺德区均安镇沙浦村委	34.5	0
2018-07-10 18:00:00	 顺德区容桂街道三防信息中心	34.6	0
2018-07-10 18:00:00	 高明区明城镇霭雯科普教育农庄	30.4	0
2018-07-10 18:00:00	 高明区更合镇白洞村委	30.7	0
2018-07-10 18:00:00	 高明荷城|回南天监测(气象局)	33.4	0
2018-07-11 20:00:00	 三水区乐平镇古灶排涝站	33.3	0
2018-07-11 20:00:00	 三水区西南街道区三防指挥部	34.3	0
2018-07-11 20:00:00	 南海区大沥镇六联水利站	34.4	0
2018-07-11 20:00:00	 南海区大沥镇水利所	34.9	0
2018-07-11 20:00:00	 南海区大沥镇铺前水闸	34.2	0
2018-07-11 20:00:00	 南海区狮山镇广三高速松岗收费站	34.8	0
2018-07-11 20:00:00	 南海区狮山镇第一小学	34.5	0
2018-07-11 20:00:00	 南海区西樵镇新田小学	33	0
2018-07-11 20:00:00	 南海区里水镇金鸦水闸	34	0
2018-07-11 20:00:00	 禅城区南庄镇江边水闸	33.4	0
2018-07-11 20:00:00	 顺德区乐从镇大墩中学	33.6	0
2018-07-11 20:00:00	 顺德区勒流街道众涌小学	32.3	0
2018-07-11 20:00:00	 顺德区北滘镇碧江社区	33.8	0
2018-07-11 20:00:00	 高明区杨和镇对川茶场	33	0
2018-07-11 20:00:00	 高明区荷城街道珠江货运码头	32.6	0
2018-07-12 02:00:00	 三水区西南街道洲边村委	29.7	0
2018-07-12 02:00:00	 南海区九江镇海寿岛码头	28.6	0
2018-07-12 02:00:00	 南海区大沥镇六联水利站	30.3	0
2018-07-12 02:00:00	 南海区狮山镇第一小学	30	0
2018-07-12 02:00:00	 南海区里水镇洲村水闸	30.4	0
2018-07-12 02:00:00	 禅城区南庄镇水利所	29.3	0
